review,analysis,k,early_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,studies_per_year,span_years,mafi_score,mafi_class,I2,estimate_re,significant,fpi_k_component,fpi_bias_component,fpi_stability_component,fpi_decay_component,fpi_score,fpi_class
CD014769_pub2_data.rds,24::overall,19,0.126962,0.09485,0.747071,False,0.5676,0.064314,0.76,25.0,0.0911,Robust,25.44,0.113224,False,0.6457,0.9089,0.7162,0.8735,77.47,Stable
CD014769_pub2_data.rds,25::overall,8,0.057197,0.101249,1.770192,False,0.184,0.032858,0.615385,13.0,0.2336,Low Fragility,0.0,0.101249,False,0.2592,0.7664,0.908,0.6149,61.93,Moderate
CD014769_pub2_data.rds,26::overall,24,-0.174493,-0.107461,0.615845,False,0.1745,0.019977,0.96,25.0,0.0612,Robust,29.41,-0.098872,True,0.7941,0.9388,0.9127,0.8079,86.27,Stable
CD014769_pub2_data.rds,2::overall,27,-0.031998,-0.136802,4.275351,False,0.3477,0.046138,1.08,25.0,0.1571,Low Fragility,22.13,-0.167275,True,0.8581,0.8429,0.8261,0,67.47,Moderate
CD014769_pub2_data.rds,3::overall,6,-0.484538,-0.232907,0.480677,False,0.3764,0.288965,0.352941,17.0,0.4608,Moderate Fragility,41.97,-0.211479,False,0.2059,0.5392,0.8118,0.7403,54.76,Moderate
CD014769_pub2_data.rds,5::overall,27,-0.031998,-0.136802,4.275351,False,0.3211,0.046138,1.08,25.0,0.1571,Low Fragility,22.13,-0.167275,True,0.8581,0.8429,0.8395,0,67.8,Moderate
CD014769_pub2_data.rds,6::overall,27,-0.031998,-0.136802,4.275351,False,0.3925,0.045486,1.08,25.0,0.1571,Low Fragility,22.13,-0.167275,True,0.8581,0.8429,0.8037,0,66.91,Moderate
CD014769_pub2_data.rds,7::overall,9,-0.418447,-0.442123,1.056582,False,0.076,0.091104,0.818182,11.0,0.1767,Low Fragility,0.0,-0.442123,True,0.2891,0.8233,0.962,0.9717,72.74,Stable
CD014769_pub2_data.rds,8::overall,11,-0.448668,-0.200251,0.446322,False,0.3119,0.174019,0.55,20.0,0.2982,Low Fragility,9.93,-0.214395,False,0.3543,0.7018,0.844,0.7232,63.74,Moderate
CD014769_pub2_data.rds,9::overall,27,-0.031998,-0.136802,4.275351,False,0.3262,0.046138,1.08,25.0,0.1571,Low Fragility,22.13,-0.167275,True,0.8581,0.8429,0.8369,0,67.74,Moderate
CD014792_pub2_data.rds,1::overall,6,-0.292758,0.102386,0.34973,True,0.8997,0.369181,0.375,16.0,0.4695,Moderate Fragility,3.77,0.079408,False,0.2059,0.5305,0.5501,0.6749,46.69,Volatile
CD014792_pub2_data.rds,3::overall,15,-0.474556,-0.204884,0.431738,False,0.2557,0.240755,0.9375,16.0,,,0.0,-0.204884,False,0.5,0.5,0.8721,0.7159,63.62,Moderate
CD014792_pub2_data.rds,4::overall,7,-0.201867,-0.074667,0.369884,False,0.3792,0.064079,0.4375,16.0,0.268,Low Fragility,0.0,-0.074667,False,0.2315,0.732,0.8104,0.6849,59.2,Moderate
CD014792_pub2_data.rds,5::overall,12,-0.817933,-0.103488,0.126524,False,1.0992,0.378001,0.857143,14.0,0.3426,Moderate Fragility,13.45,-0.074779,False,0.3894,0.6574,0.4504,0.5633,50.64,Moderate
CD014792_pub2_data.rds,6::overall,7,-0.399327,-0.406573,1.018145,False,0.1122,0.143838,0.5,14.0,0.2246,Low Fragility,0.0,-0.406573,False,0.2315,0.7754,0.9439,0.9909,69.75,Moderate
CD014792_pub2_data.rds,7::overall,6,-0.252244,-0.247263,0.980252,False,0.1212,0.069333,0.375,16.0,0.4887,Moderate Fragility,0.0,-0.247262,False,0.2059,0.5113,0.9394,0.9901,62.25,Moderate
CD014803_pub2_data.rds,1::overall,10,-0.48776,-0.044913,0.092081,False,2.2135,0.497031,0.714286,14.0,0.329,Moderate Fragility,0.0,-0.044913,False,0.3208,0.671,0,0.546,37.32,Volatile
CD014811_pub2_data.rds,1::overall,8,0.040284,0.005524,0.137137,False,0.724,0.020348,0.727273,11.0,0.3321,Moderate Fragility,0.0,0.005524,False,0.2592,0.6679,0.638,0.5686,51.8,Moderate
CD014811_pub2_data.rds,2::overall,8,0.351775,0.339306,0.964554,False,0.1602,0.126183,0.727273,11.0,0.2237,Low Fragility,0.0,0.339306,False,0.2592,0.7763,0.9199,0.9823,69.83,Moderate
CD014811_pub2_data.rds,3::overall,7,0.031675,-0.015831,0.499797,True,2.2651,0.017897,0.636364,11.0,0.1966,Low Fragility,0.0,-0.015831,False,0.2315,0.8034,0,0.7499,42.03,Volatile
CD014820_pub2_data.rds,10::overall,21,-0.069854,-0.237803,3.404293,False,0.4661,0.064058,1.05,20.0,0.0347,Robust,0.0,-0.237803,False,0.7109,0.9653,0.767,0,64.63,Moderate
CD014820_pub2_data.rds,1::overall,138,-0.105361,-0.055665,0.528327,False,0.3628,0.033124,5.75,24.0,0.0184,Robust,0.0,-0.055665,False,1.0,0.9816,0.8186,0.7642,90.29,Stable
CD014820_pub2_data.rds,2::overall,128,2.212241,-0.105772,0.047812,True,15.7387,2.154163,5.12,25.0,0.0011,Robust,0.0,-0.105772,True,1.0,0.9989,0,0.5239,65.45,Moderate
CD014820_pub2_data.rds,3::overall,96,-0.057561,0.157406,2.734594,True,3.5221,0.785769,3.84,25.0,0.0052,Robust,0.0,0.157406,True,1.0,0.9948,0,0.1327,57.52,Moderate
CD014820_pub2_data.rds,4::overall,61,0.113271,-0.153878,1.35849,True,0.6269,0.360516,2.44,25.0,0.0211,Robust,0.0,-0.153878,False,0.999,0.9789,0.6865,0.8208,88.02,Stable
CD014820_pub2_data.rds,5::overall,44,-0.048511,0.161428,3.327631,True,4.5114,1.161946,1.76,25.0,,,7.96,0.112382,False,0.9873,0.5,0,0,42.12,Volatile
CD014820_pub2_data.rds,6::overall,59,-0.116799,-0.054791,0.469102,False,1.5863,0.138999,2.36,25.0,0.02,Robust,0.0,-0.054791,False,0.9986,0.98,0.2068,0.7346,74.32,Stable
CD014820_pub2_data.rds,7::overall,58,0.300547,-0.155158,0.516252,True,0.5684,0.328952,2.636364,22.0,0.0052,Robust,0.0,-0.155158,False,0.9984,0.9948,0.7158,0.7581,87.88,Stable
CD014820_pub2_data.rds,8::overall,45,-0.119801,-0.155566,1.298538,False,0.4768,0.135095,2.045455,22.0,0.009,Robust,0.0,-0.155566,False,0.989,0.991,0.7616,0.8507,90.5,Stable
CD014820_pub2_data.rds,9::overall,37,-0.068357,-0.104873,1.5342,False,0.5299,0.055133,1.681818,22.0,0.0029,Robust,0.0,-0.104873,False,0.9644,0.9971,0.735,0.7329,86.89,Stable
CD014844_pub2_data.rds,1::nan,6,0.26275,-0.277223,1.055086,True,29.6945,0.414321,0.1875,32.0,0.4883,Moderate Fragility,42.19,-0.27118,False,0.2059,0.5117,0,0.9725,38.42,Volatile
CD014845_pub2_data.rds,10::overall,10,-0.243727,-0.512591,2.103134,False,0.234,0.20087,0.833333,12.0,0.1645,Low Fragility,0.0,-0.512591,False,0.3208,0.8355,0.883,0.4484,61.56,Moderate
CD014845_pub2_data.rds,11::overall,10,-0.243727,-0.512591,2.103134,False,0.234,0.20087,0.833333,12.0,0.1645,Low Fragility,0.0,-0.512591,False,0.3208,0.8355,0.883,0.4484,61.56,Moderate
CD014845_pub2_data.rds,12::overall,10,-0.243727,-0.512591,2.103134,False,0.234,0.20087,0.833333,12.0,0.1645,Low Fragility,0.0,-0.512591,False,0.3208,0.8355,0.883,0.4484,61.56,Moderate
CD014845_pub2_data.rds,1::overall,21,-0.506562,-0.331197,0.653812,False,0.2956,0.21642,1.4,15.0,0.008,Robust,0.0,-0.331197,False,0.7109,0.992,0.8522,0.8269,83.97,Stable
CD014845_pub2_data.rds,2::overall,20,-0.506562,-0.347018,0.685044,False,0.2575,0.189639,1.333333,15.0,0.0083,Robust,0.0,-0.347018,False,0.6792,0.9917,0.8712,0.8425,83.8,Stable
CD014845_pub2_data.rds,3::overall,20,-0.506562,-0.32918,0.649831,False,0.2902,0.145729,1.333333,15.0,0.0084,Robust,0.0,-0.32918,False,0.6792,0.9916,0.8549,0.8249,83.04,Stable
CD014845_pub2_data.rds,4::overall,19,-0.506562,-0.367201,0.724888,False,0.2417,0.189639,1.266667,15.0,0.0236,Robust,0.0,-0.367201,False,0.6457,0.9764,0.8791,0.8624,83.01,Stable
CD014845_pub2_data.rds,5::overall,19,-0.506562,-0.367201,0.724888,False,0.2543,0.21642,1.266667,15.0,0.0236,Robust,0.0,-0.367201,False,0.6457,0.9764,0.8729,0.8624,82.85,Stable
CD014845_pub2_data.rds,6::overall,19,-0.506562,-0.367201,0.724888,False,0.2396,0.145729,1.266667,15.0,0.0236,Robust,0.0,-0.367201,False,0.6457,0.9764,0.8802,0.8624,83.03,Stable
CD014845_pub2_data.rds,7::overall,16,-0.506562,-0.431348,0.851521,False,0.215,0.21642,1.066667,15.0,0.0695,Robust,0.0,-0.431348,False,0.5374,0.9305,0.8925,0.9258,80.21,Stable
CD014845_pub2_data.rds,8::overall,10,-0.243727,-0.512591,2.103134,False,0.2391,0.158771,0.833333,12.0,0.1645,Low Fragility,0.0,-0.512591,False,0.3208,0.8355,0.8804,0.4484,61.49,Moderate
CD014845_pub2_data.rds,9::overall,10,-0.243727,-0.512591,2.103134,False,0.2391,0.158771,0.833333,12.0,0.1645,Low Fragility,0.0,-0.512591,False,0.3208,0.8355,0.8804,0.4484,61.49,Moderate
CD014852_pub2_data.rds,10::overall,10,0.015755,-0.034404,2.183651,True,15.3486,0.060425,0.5,20.0,0.1972,Low Fragility,0.0,-0.034404,False,0.3208,0.8028,0,0.4082,37.86,Volatile
CD014852_pub2_data.rds,11::overall,8,0.033836,-0.375371,11.093677,True,0.9648,0.385426,0.4,20.0,0.2498,Low Fragility,0.0,-0.375371,False,0.2592,0.7502,0.5176,0,39.47,Volatile
CD014852_pub2_data.rds,12::overall,7,-0.077848,-0.083732,1.075576,False,0.0371,0.006429,0.28,25.0,0.3253,Moderate Fragility,10.07,-0.240112,False,0.2315,0.6747,0.9815,0.9622,67.59,Moderate
CD014852_pub2_data.rds,13::overall,9,-0.297862,-0.170954,0.573937,False,0.2645,0.155832,0.375,24.0,,,59.02,-0.465613,True,0.2891,0.5,0.8678,0.787,58.6,Moderate
CD014852_pub2_data.rds,14::overall,8,-0.297862,-0.16317,0.547804,False,0.3124,0.155832,0.333333,24.0,0.5714,High Fragility,31.94,-0.275582,True,0.2592,0.4286,0.8438,0.7739,55.06,Moderate
CD014852_pub2_data.rds,16::overall,7,-0.103042,-0.089132,0.865004,False,0.2332,0.056813,0.388889,18.0,0.3991,Moderate Fragility,65.82,-0.307816,False,0.2315,0.6009,0.8834,0.9325,62.7,Moderate
CD014852_pub2_data.rds,17::overall,7,-0.178623,-0.179229,1.003397,False,0.052,0.022519,0.388889,18.0,0.3524,Moderate Fragility,48.14,-0.362599,False,0.2315,0.6476,0.974,0.9983,67.45,Moderate
CD014852_pub2_data.rds,1::overall,18,-0.015671,-0.017003,1.085018,False,0.3503,0.021302,1.0,18.0,0.0549,Robust,0.0,-0.017003,False,0.6106,0.9451,0.8248,0.9575,81.72,Stable
CD014852_pub2_data.rds,2::overall,19,-0.048264,-0.245965,5.09625,False,0.6559,0.2692,1.0,19.0,0.0564,Robust,0.0,-0.245965,False,0.6457,0.9436,0.6721,0,59.76,Moderate
CD014852_pub2_data.rds,3::overall,14,-0.561873,-0.409084,0.728072,False,0.1,0.023958,0.736842,19.0,0.1116,Robust,0.0,-0.409084,False,0.4626,0.8884,0.95,0.864,77.12,Stable
CD014852_pub2_data.rds,4::overall,12,0.264373,0.107218,0.405555,False,0.4206,0.129357,0.631579,19.0,0.1887,Low Fragility,0.0,0.107218,False,0.3894,0.8113,0.7897,0.7028,65.76,Moderate
CD014852_pub2_data.rds,5::overall,10,-0.139055,-0.11083,0.797021,False,0.0864,0.023164,0.526316,19.0,0.2462,Low Fragility,0.0,-0.11083,False,0.3208,0.7538,0.9568,0.8985,70.36,Stable
CD014852_pub2_data.rds,6::overall,9,-0.496919,-0.753326,1.515994,False,0.1952,0.524108,0.529412,17.0,0.2404,Low Fragility,0.0,-0.753326,False,0.2891,0.7596,0.9024,0.742,65.06,Moderate
CD014852_pub2_data.rds,7::overall,7,1.262072,1.090428,0.863999,False,0.0515,0.049136,1.0,7.0,,,,,,0.2315,0.5,0.9742,0.932,62.44,Moderate
CD014852_pub2_data.rds,8::overall,10,0.0,-0.047341,,False,1.1101,0.066469,0.5,20.0,0.157,Low Fragility,0.0,-0.047341,False,0.3208,0.843,0.4449,0.5,51.82,Moderate
CD014852_pub2_data.rds,9::overall,10,0.015755,-0.047341,3.004754,True,1.2816,0.066469,0.5,20.0,0.157,Low Fragility,0.0,-0.047341,False,0.3208,0.843,0.3592,0,39.68,Volatile
CD014855_pub2_data.rds,1::1.0,9,0.863591,0.089408,0.10353,False,0.8951,0.475558,0.18,50.0,0.2242,Low Fragility,42.5,0.030029,False,0.2891,0.7758,0.5524,0.5518,52.91,Moderate
CD014855_pub2_data.rds,1::nan,7,0.497907,0.200999,0.403689,False,0.3224,0.193907,0.14,50.0,0.2242,Low Fragility,42.5,0.030029,False,0.2315,0.7758,0.8388,0.7018,61.35,Moderate
CD014855_pub2_data.rds,2::1.0,8,0.250989,0.703038,2.801068,False,0.3804,0.266218,0.177778,45.0,0.1423,Robust,48.57,0.748985,True,0.2592,0.8577,0.8098,0.0995,51.45,Moderate
CD014855_pub2_data.rds,2::nan,7,0.250989,0.701626,2.795443,False,0.3256,0.303789,0.155556,45.0,0.1423,Robust,48.57,0.748985,True,0.2315,0.8577,0.8372,0.1023,51.36,Moderate
CD014855_pub2_data.rds,4::1.0,8,1.330241,0.956461,0.719013,False,0.1394,0.163489,0.16,50.0,0.1864,Low Fragility,0.0,0.880689,True,0.2592,0.8136,0.9303,0.8595,68.56,Moderate
CD014855_pub2_data.rds,4::nan,6,1.434356,0.971,0.676958,False,0.1465,0.199223,0.12,50.0,0.1864,Low Fragility,0.0,0.880689,True,0.2059,0.8136,0.9267,0.8385,66.45,Moderate
CD014855_pub2_data.rds,5::1.0,6,0.0,0.003628,,False,1.7321,0.003628,0.3,20.0,0.0902,Robust,0.0,0.00467,False,0.2059,0.9098,0.134,0.5,42.27,Volatile
CD014861_pub2_data.rds,10::nan,7,-0.354545,-0.354545,1.0,False,0.0,0.0,7.0,0.0,0.195,Low Fragility,0.0,-0.354545,False,0.2315,0.805,1.0,1.0,72.07,Stable
CD014861_pub2_data.rds,6::nan,8,0.0,-0.109658,,False,1.0921,0.048606,0.727273,11.0,0.1839,Low Fragility,0.0,-0.109658,False,0.2592,0.8161,0.4539,0.5,49.53,Volatile
CD014869_pub2_data.rds,1::overall,6,-0.433485,-0.239649,0.552841,False,0.3677,0.247932,0.461538,13.0,0.4557,Moderate Fragility,7.88,0.007298,False,0.2059,0.5443,0.8161,0.7764,55.72,Moderate
CD014869_pub2_data.rds,6::overall,6,-0.48747,-0.263716,0.54099,False,0.3519,0.266119,0.461538,13.0,,,0.0,-0.052417,False,0.2059,0.5,0.824,0.7705,54.69,Moderate
CD014869_pub2_data.rds,7::overall,6,-0.380232,-0.052678,0.138541,False,0.4884,0.230541,0.461538,13.0,0.5359,High Fragility,70.17,-0.012817,False,0.2059,0.4641,0.7558,0.5693,48.06,Volatile
CD014871_pub2_data.rds,3::overall,8,0.158396,0.075116,0.474229,False,0.2831,0.039822,0.8,10.0,0.1886,Low Fragility,0.0,0.075116,False,0.2592,0.8114,0.8584,0.7371,64.27,Moderate
CD014872_pub2_data.rds,10::overall,13,1.500316,1.165179,0.776623,False,0.0957,0.177876,0.928571,14.0,0.079,Robust,33.78,1.166215,True,0.4256,0.921,0.9522,0.8883,77.36,Stable
CD014872_pub2_data.rds,11::overall,13,1.500316,1.165179,0.776623,False,0.0957,0.177876,0.928571,14.0,0.0912,Robust,32.08,1.197072,True,0.4256,0.9088,0.9522,0.8883,77.06,Stable
CD014872_pub2_data.rds,12::overall,11,0.993844,0.872208,0.87761,False,0.0916,0.113198,0.785714,14.0,0.1646,Low Fragility,62.38,1.069052,True,0.3543,0.8354,0.9542,0.9388,74.15,Stable
CD014872_pub2_data.rds,13::overall,8,0.649976,0.659326,1.014386,False,0.0463,0.065006,0.666667,12.0,0.3086,Moderate Fragility,77.85,0.813406,True,0.2592,0.6914,0.9768,0.9928,69.34,Moderate
CD014872_pub2_data.rds,14::overall,7,-0.279921,0.178965,0.639342,True,3.855,0.341,2.333333,3.0,0.3985,Moderate Fragility,82.72,0.426111,False,0.2315,0.6015,0,0.8197,38.38,Volatile
CD014872_pub2_data.rds,1::overall,28,0.083827,-0.357863,4.269078,True,0.5518,0.129905,1.75,16.0,0.0032,Robust,0.0,-0.306085,False,0.8754,0.9968,0.7241,0,69.29,Moderate
CD014872_pub2_data.rds,2::overall,27,-0.003082,-0.368035,119.411044,False,0.3897,0.145795,1.6875,16.0,0.0028,Robust,0.0,-0.312641,False,0.8581,0.9972,0.8052,0,70.8,Stable
CD014872_pub2_data.rds,3::overall,24,1.906829,0.073906,0.038758,False,1.0599,0.536744,1.5,16.0,0.0673,Robust,0.0,0.013949,False,0.7941,0.9327,0.47,0.5194,69.28,Moderate
CD014872_pub2_data.rds,4::overall,21,0.853143,-0.091441,0.107182,True,1.8155,0.324712,1.3125,16.0,,,,,,0.7109,0.5,0.0923,0.5536,47.21,Volatile
CD014872_pub2_data.rds,5::overall,23,0.142485,-0.145857,1.023666,True,1.7617,0.219131,1.642857,14.0,,,,,,0.7685,0.5,0.1191,0.9882,58.3,Moderate
CD014872_pub2_data.rds,6::overall,22,0.314109,0.129776,0.413156,False,0.2761,0.021998,1.571429,14.0,0.0746,Robust,0.0,0.107689,False,0.7408,0.9254,0.8619,0.7066,81.04,Stable
CD014872_pub2_data.rds,7::overall,20,0.249259,0.10833,0.434607,False,0.2911,0.016578,1.428571,14.0,,,,,,0.6792,0.5,0.8544,0.7173,68.58,Moderate
CD014872_pub2_data.rds,8::overall,14,-0.401687,-0.450033,1.120358,False,0.0922,0.072391,2.0,7.0,0.0042,Robust,0.0,-0.350792,False,0.4626,0.9958,0.9539,0.9398,81.42,Stable
CD014872_pub2_data.rds,9::overall,13,1.500316,1.165179,0.776623,False,0.0957,0.177876,0.928571,14.0,0.079,Robust,33.78,1.166215,True,0.4256,0.921,0.9522,0.8883,77.36,Stable
CD014889_pub2_data.rds,1::overall,6,-0.798441,-0.927447,1.161572,False,0.0702,0.109542,0.375,16.0,0.237,Low Fragility,0.0,-0.927447,True,0.2059,0.763,0.9649,0.9192,67.76,Moderate
CD014889_pub2_data.rds,2::overall,6,-1.277841,-1.408716,1.102419,False,0.0475,0.119556,0.375,16.0,0.2412,Low Fragility,0.0,-1.408716,True,0.2059,0.7588,0.9762,0.9488,68.53,Moderate
CD014889_pub2_data.rds,3::overall,6,-0.697779,-0.868388,1.244504,False,0.1037,0.132142,0.375,16.0,0.2341,Low Fragility,0.0,-0.868388,True,0.2059,0.7659,0.9482,0.8777,66.58,Moderate
CD014889_pub2_data.rds,4::overall,6,-1.178162,-1.369406,1.162324,False,0.0713,0.156143,0.375,16.0,0.2521,Low Fragility,3.13,-1.372011,True,0.2059,0.7479,0.9644,0.9188,67.36,Moderate
CD014914_pub2_data.rds,10::overall,9,-1.320615,-1.320615,1.0,False,0.0,0.0,0.375,24.0,,,,,,0.2891,0.5,1.0,1.0,66.17,Moderate
CD014914_pub2_data.rds,1::overall,68,-0.175196,0.094778,0.540979,True,1.2531,0.257414,1.888889,36.0,0.138,Robust,64.51,0.120777,False,0.9996,0.862,0.3734,0.7705,76.29,Stable
CD014914_pub2_data.rds,2::overall,39,0.887664,0.368213,0.414811,False,0.5237,0.573155,1.083333,36.0,0.1284,Robust,58.64,0.567904,True,0.9734,0.8716,0.7381,0.7074,83.59,Stable
CD014914_pub2_data.rds,3::overall,34,1.136784,0.656362,0.577385,False,0.2183,0.216093,0.944444,36.0,0.1561,Low Fragility,42.02,0.721637,True,0.9453,0.8439,0.8909,0.7887,87.5,Stable
CD014914_pub2_data.rds,4::overall,26,0.801961,0.541673,0.675436,False,0.2234,0.184679,0.722222,36.0,0.135,Robust,46.97,0.621246,True,0.8389,0.865,0.8883,0.8377,85.75,Stable
CD014914_pub2_data.rds,5::overall,20,0.986999,0.548121,0.555341,False,0.3077,0.275195,0.555556,36.0,0.1553,Low Fragility,49.11,0.65138,True,0.6792,0.8447,0.8461,0.7777,78.2,Stable
CD014914_pub2_data.rds,6::overall,10,-1.29265,-1.29265,1.0,False,0.0,0.0,0.416667,24.0,,,,,,0.3208,0.5,1.0,1.0,67.12,Moderate
CD014914_pub2_data.rds,7::overall,10,-1.398271,-1.398271,1.0,False,0.0,0.0,0.416667,24.0,,,,,,0.3208,0.5,1.0,1.0,67.12,Moderate
CD014914_pub2_data.rds,8::overall,10,-1.940856,-1.940856,1.0,False,0.0,0.0,0.416667,24.0,,,,,,0.3208,0.5,1.0,1.0,67.12,Moderate
CD014923_pub2_data.rds,1::overall,10,2.30821,2.28318,0.989156,False,0.1104,0.807569,1.25,8.0,0.2921,Low Fragility,43.04,1.773256,True,0.3208,0.7079,0.9448,0.9946,70.83,Stable
CD014923_pub2_data.rds,2::overall,9,0.135726,1.087839,8.014953,False,0.3557,1.031044,1.125,8.0,0.2766,Low Fragility,0.0,1.087839,True,0.2891,0.7234,0.8221,0,47.31,Volatile
CD014932_pub2_data.rds,1::overall,11,-0.022359,-0.10117,4.524858,False,0.366,0.04681,0.52381,21.0,0.1391,Robust,0.0,-0.10117,False,0.3543,0.8609,0.817,0,52.58,Moderate
CD014932_pub2_data.rds,2::overall,13,-0.140035,-0.03216,0.229659,False,0.6554,0.066564,0.565217,23.0,0.1102,Robust,0.0,-0.03216,False,0.4256,0.8898,0.6723,0.6148,64.12,Moderate
CD014932_pub2_data.rds,3::overall,9,-0.217894,-0.033072,0.151782,False,0.7013,0.08077,0.5625,16.0,0.2151,Low Fragility,0.0,-0.033072,False,0.2891,0.7849,0.6493,0.5759,56.05,Moderate
CD014932_pub2_data.rds,4::overall,9,0.202152,0.088062,0.435623,False,0.5462,0.08735,0.5625,16.0,0.1764,Low Fragility,0.0,0.088062,False,0.2891,0.8236,0.7269,0.7178,61.79,Moderate
CD014932_pub2_data.rds,5::overall,8,-0.005222,0.059785,11.449388,True,0.7562,0.137641,0.615385,13.0,0.2438,Low Fragility,0.0,0.059785,False,0.2592,0.7562,0.6219,0,42.23,Volatile
CD014937_pub2_data.rds,10::overall,21,-1.036356,-0.513168,0.495166,False,0.2265,0.393382,0.525,40.0,0.141,Robust,63.16,-0.598033,True,0.7109,0.859,0.8868,0.7476,79.92,Stable
CD014937_pub2_data.rds,11::overall,36,-0.236877,-0.330191,1.393933,False,0.4125,0.384559,0.9,40.0,0.1353,Robust,64.2,-0.380997,True,0.9589,0.8647,0.7937,0.803,86.29,Stable
CD014937_pub2_data.rds,12::overall,72,-1.319843,-0.418547,0.317119,False,0.3309,0.222902,1.8,40.0,0.1367,Robust,66.52,-0.472793,True,0.9998,0.8633,0.8346,0.6586,85.61,Stable
CD014937_pub2_data.rds,13::overall,51,-1.396998,-0.413627,0.296083,False,0.317,0.216504,1.275,40.0,0.1284,Robust,61.69,-0.437991,True,0.9955,0.8716,0.8415,0.648,85.65,Stable
CD014937_pub2_data.rds,14::overall,14,-0.584147,-0.23733,0.406285,False,0.663,0.833877,0.777778,18.0,0.4693,Moderate Fragility,68.11,-0.528658,True,0.4626,0.5307,0.6685,0.7031,57.92,Moderate
CD014937_pub2_data.rds,15::overall,38,-1.396998,-0.417384,0.298772,False,0.3173,0.357761,0.95,40.0,0.1412,Robust,67.16,-0.461217,True,0.9692,0.8588,0.8414,0.6494,84.57,Stable
CD014937_pub2_data.rds,17::overall,23,-1.126147,-0.359757,0.319458,False,0.4185,0.338858,1.15,20.0,0.0466,Robust,0.0,-0.359757,False,0.7685,0.9534,0.7908,0.6597,79.85,Stable
CD014937_pub2_data.rds,18::overall,15,-1.125747,-0.808715,0.718381,False,0.1478,0.251999,0.375,40.0,0.1014,Robust,0.0,-0.808715,True,0.5,0.8986,0.9261,0.8592,77.8,Stable
CD014937_pub2_data.rds,19::overall,32,-1.036716,-0.456845,0.440666,False,0.2985,0.32217,0.8,40.0,0.05,Robust,0.81,-0.456249,True,0.9276,0.95,0.8508,0.7203,87.25,Stable
CD014937_pub2_data.rds,1::overall,46,-1.101921,-0.346973,0.31488,False,0.4345,0.626961,0.958333,48.0,0.135,Robust,64.79,-0.403772,True,0.9905,0.865,0.7828,0.6574,84.06,Stable
CD014937_pub2_data.rds,20::overall,33,-1.036716,-0.452946,0.436904,False,0.2987,0.330679,0.825,40.0,0.0483,Robust,0.47,-0.452561,True,0.937,0.9517,0.8507,0.7185,87.54,Stable
CD014937_pub2_data.rds,21::overall,44,-1.036716,-0.275724,0.265959,False,0.4897,0.238211,1.1,40.0,0.0212,Robust,0.0,-0.275724,False,0.9873,0.9788,0.7551,0.633,85.63,Stable
CD014937_pub2_data.rds,22::overall,32,-1.118848,-0.456845,0.408318,False,0.3034,0.32217,0.8,40.0,0.05,Robust,0.81,-0.456249,True,0.9276,0.95,0.8483,0.7042,86.87,Stable
CD014937_pub2_data.rds,2::overall,46,-0.063703,0.001644,0.025812,True,0.955,0.198972,0.867925,53.0,0.1224,Robust,0.0,0.001644,False,0.9905,0.8776,0.5225,0.5129,74.98,Stable
CD014937_pub2_data.rds,3::overall,44,-0.396889,0.338806,0.853656,True,0.4448,0.947357,0.916667,48.0,0.1924,Low Fragility,50.87,0.015156,False,0.9873,0.8076,0.7776,0.9268,87.78,Stable
CD014937_pub2_data.rds,5::overall,33,-0.157699,-0.110474,0.700536,False,0.341,0.101873,1.269231,26.0,0.1077,Robust,49.1,-0.07693,False,0.937,0.8923,0.8295,0.8503,88.16,Stable
CD014937_pub2_data.rds,6::overall,15,0.052434,-0.173921,3.316987,True,0.4681,0.185847,0.46875,32.0,0.1239,Robust,9.58,-0.179099,False,0.5,0.8761,0.766,0,56.05,Moderate
CD014937_pub2_data.rds,7::overall,16,-0.13657,-0.161801,1.184746,False,0.2182,0.121724,0.340426,47.0,,,8.27,-0.161124,False,0.5374,0.5,0.8909,0.9076,69.05,Moderate
CD014937_pub2_data.rds,8::overall,9,-0.13657,-0.124684,0.912963,False,0.3218,0.121724,0.2,45.0,0.221,Low Fragility,20.97,-0.113854,False,0.2891,0.779,0.8391,0.9565,68.25,Moderate
CD014937_pub2_data.rds,9::overall,26,-0.449244,-0.48421,1.077831,False,0.1746,0.268676,0.702703,37.0,0.1462,Robust,68.26,-0.424591,True,0.8389,0.8538,0.9127,0.9611,88.55,Stable
CD014944_pub2_data.rds,1::overall,8,-0.849295,0.005683,0.006692,True,0.8029,0.512528,0.571429,14.0,0.4524,Moderate Fragility,59.58,-0.029036,False,0.2592,0.5476,0.5986,0.5033,46.5,Volatile
CD014959_pub2_data.rds,2::overall,6,0.120068,0.022735,0.189353,False,1.0735,0.125111,0.176471,34.0,0.482,Moderate Fragility,87.08,-0.461348,False,0.2059,0.518,0.4633,0.5947,42.6,Volatile
CD014959_pub2_data.rds,3::overall,6,-0.908146,-0.941887,1.037154,False,0.0394,0.086833,0.176471,34.0,0.5057,High Fragility,89.7,-0.856421,False,0.2059,0.4943,0.9803,0.9814,62.67,Moderate
CD014959_pub2_data.rds,4::overall,6,1.118257,0.896437,0.801638,False,0.097,0.165888,0.176471,34.0,0.5978,High Fragility,88.61,-0.36238,False,0.2059,0.4022,0.9515,0.9008,58.04,Moderate
